area	aspect_ratio	eccentricity	estimated_volume	file_size	intensity_blue_mass_displace_in_images	intensity_blue_mass_displace_in_minors	intensity_blue_mean_intensity	intensity_blue_median_intensity	intensity_blue_moment_hu_1	intensity_blue_moment_hu_2	intensity_blue_moment_hu_3	intensity_blue_moment_hu_4	intensity_blue_moment_hu_5	intensity_blue_moment_hu_6	intensity_blue_moment_hu_7	intensity_blue_perc_25_intensity	intensity_blue_perc_75_intensity	intensity_blue_std_intensity	intensity_gray_mass_displace_in_images	intensity_gray_mass_displace_in_minors	intensity_gray_mean_intensity	intensity_gray_median_intensity	intensity_gray_moment_hu_1	intensity_gray_moment_hu_2	intensity_gray_moment_hu_3	intensity_gray_moment_hu_4	intensity_gray_moment_hu_5	intensity_gray_moment_hu_6	intensity_gray_moment_hu_7	intensity_gray_perc_25_intensity	intensity_gray_perc_75_intensity	intensity_gray_std_intensity	intensity_green_mass_displace_in_images	intensity_green_mass_displace_in_minors	intensity_green_mean_intensity	intensity_green_median_intensity	intensity_green_moment_hu_1	intensity_green_moment_hu_2	intensity_green_moment_hu_3	intensity_green_moment_hu_4	intensity_green_moment_hu_5	intensity_green_moment_hu_6	intensity_green_moment_hu_7	intensity_green_perc_25_intensity	intensity_green_perc_75_intensity	intensity_green_std_intensity	intensity_red_mass_displace_in_images	intensity_red_mass_displace_in_minors	intensity_red_mean_intensity	intensity_red_median_intensity	intensity_red_moment_hu_1	intensity_red_moment_hu_2	intensity_red_moment_hu_3	intensity_red_moment_hu_4	intensity_red_moment_hu_5	intensity_red_moment_hu_6	intensity_red_moment_hu_7	intensity_red_perc_25_intensity	intensity_red_perc_75_intensity	intensity_red_std_intensity	maj_axis_len	min_axis_len	orientation	solidity	timestamp	url
0.0002021944	0.4076466145464582	0.9131397689558874	1.3682964058059144e-05	2.8819999999999997	0.06755373495154676	0.1583934437155456	67.07794676806084	45.5	0.002289846291622113	2.467668989456467e-06	2.215055139790597e-09	1.8808811603332045e-09	3.7673157784839496e-18	2.900104747431e-12	7.391562195296331e-19	23.0	100.0	55.7532553599941	0.06667571479232985	0.1564707742994096	58.72623574144487	38.0	0.0025393113416653673	2.943949375635835e-06	2.871220869753481e-09	2.409395046980105e-09	6.188294114083038e-18	4.084437931672621e-12	1.365552185420678e-18	19.0	90.75	50.114784176475226	0.06284063204140068	0.14324346930471585	59.21102661596958	37.5	0.002538817237931716	2.983968537794738e-06	2.8142516187804637e-09	2.2963274806671336e-09	5.6670281046332025e-18	3.930497225815533e-12	1.4007251607459356e-18	18.0	90.75	52.284822042886645	0.0692552394943929	0.1675036953481776	50.885931558935354	33.0	0.002829428484295517	3.48734205495628e-06	3.9277239119037595e-09	3.287939430439348e-09	1.1549698140614964e-17	6.095847951271648e-12	2.4926169242877368e-18	15.0	80.0	43.977421529238555	0.026988244273498236	0.011001666410644392	64.59223093903834	0.7612156295224313	2018-10-16 02:01:35	images/00000/SPC-EAWAG-0P5X-1539648095936597-5330619839818-000859-002-2572-2368-36-48.jpeg
0.000253704	0.5338812048026216	0.845559494748005	2.020075685203476e-05	3.7760000000000002	0.02342541049335065	0.04973586015685131	96.32727272727271	83.5	0.0014937436186934856	8.189967598356619e-07	1.5380560500936834e-10	1.5841970840183808e-10	2.4277764707757144e-20	1.1997418830341635e-13	4.7005137094919605e-21	44.0	148.0	57.00852287545058	0.02538202805102108	0.05304040105076965	82.06060606060606	72.0	0.0017772041830730824	1.1778326287746431e-06	2.8678131051428906e-10	2.9427618514170964e-10	8.376978615116171e-20	2.6624991207895553e-13	1.7056379469091808e-20	37.0	126.0	48.38284155781312	0.02493166186648364	0.050306480759849004	82.52272727272727	71.0	0.0017803933100053126	1.2102617560924035e-06	3.1502528611575444e-10	3.269727777996125e-10	1.02539580174473e-19	2.9314906984267574e-13	2.2315679540535766e-20	36.0	127.0	49.93636342948877	0.028453458097789926	0.06054709126670354	68.34242424242424	61.0	0.0021686676271865934	1.7378500280183083e-06	5.285222764702409e-10	5.417790539054541e-10	2.849083082151821e-19	6.067174409465284e-13	5.3626004998024136e-20	33.0	101.0	38.79180271345239	0.025672209965813417	0.013705910386494337	60.24824835635457	0.8118081180811808	2020-06-05 14:06:15	images/00000/SPC-EAWAG-0P5X-1591358775229486-12104155301108-003659-017-2356-1588-40-60.jpeg
0.0002256428	0.4750441806029536	0.8799619460381616	1.5914084716352897e-05	3.366	0.029548410205048205	0.08963798597179448	73.6405451448041	68.0	0.002148808796381968	2.2140006285568133e-06	2.2790895080037116e-10	1.675323775623515e-10	3.1252568347616774e-20	1.7195402677042015e-13	9.743638607669305e-21	25.0	114.0	49.40944524511729	0.03329222596770951	0.09852257041167613	63.40034071550256	59.0	0.0024808525822892103	2.9531216762947603e-06	3.207397935230448e-10	1.964320256117999e-10	4.7187846111755555e-20	2.003177168686593e-13	1.4294540571086034e-20	19.0	100.0	43.89799465975601	0.038382699258725526	0.11460600345792807	64.427597955707	58.0	0.002459149558556961	2.9714098297375912e-06	3.4019824906122764e-10	2.448632680645136e-10	6.702316341743242e-20	2.7187809862397673e-13	2.2416999185463407e-20	19.0	103.0	47.233474849513826	0.032197414535103115	0.09012797626700524	53.074957410562185	49.0	0.002929971637887531	3.980845957393066e-06	4.931431777293631e-10	1.5930040966189243e-10	4.4573480162034565e-20	8.451250147631469e-14	2.595985936326177e-21	17.0	85.0	36.583774758688286	0.025629591485265	0.012175188286306149	-82.13427166271687	0.8052126200274349	2020-06-05 14:04:02	images/00000/SPC-EAWAG-0P5X-1591358642179464-12104022290051-002329-046-1644-326-32-64.jpeg
0.0002663892	0.5644075407548652	0.825496291899028	2.233518458308501e-05	3.906	0.008969048694774582	0.01848929272752864	70.28282828282828	52.0	0.0016452935531234007	6.437091853927023e-07	2.0850301945588847e-10	9.567682310238222e-11	1.1858642741462439e-20	4.6765245954003985e-14	6.479658116569663e-21	20.0	120.0	53.8697130323562	0.00963967983987921	0.02009454041774451	57.23809523809525	44.0	0.002010619357879116	1.0176448604558914e-06	3.025802311841208e-10	1.5304251088189102e-10	3.1207141661276915e-20	1.1510334183863256e-13	1.0522940823334646e-20	15.0	98.0	44.51096650198044	0.004699232279789078	0.009772913603860959	57.75613275613276	42.0	0.001996375377583489	1.0380673542141223e-06	2.848503395577223e-10	1.4132248535956767e-10	2.6769866108929196e-20	1.0621825972459371e-13	9.346875003311196e-21	14.0	99.0	46.19726487590062	0.018603876569310226	0.03951502171245405	44.72871572871573	36.0	0.0025772836981500604	1.7453211623886597e-06	4.648825807343087e-10	2.8830880020374915e-10	1.0539406256286873e-19	3.531830349668091e-13	5.7364414641999524e-21	12.0	75.0	34.58533997322406	0.02558026900212335	0.014437696719336347	-49.43150307293007	0.8114754098360656	2020-06-05 06:04:06	images/00000/SPC-EAWAG-0P5X-1591329846929516-12075227426018-002369-046-1718-284-52-48.jpeg
0.000194122	0.4640928315593727	0.8857865678001692	1.5093349265664209e-05	3.8280000000000003	0.02017673202201632	0.058581481218308515	98.31287128712871	89.0	0.0017515526031670323	1.2343475951148949e-06	1.679181346363407e-09	6.200221784991647e-10	5.863365552277389e-19	6.855670003661817e-13	-2.3758856161438585e-19	48.0	145.0	53.38017146485291	0.01899376768917101	0.054610676527836	87.10891089108911	82.0	0.0019940826118543396	1.6754595836283643e-06	2.3326892873193877e-09	8.831438916651751e-10	1.183032927227657e-18	1.1387330345897765e-12	-4.551858658394494e-19	40.0	129.0	48.700804268898935	0.0179198266474121	0.05064099314836628	89.35643564356434	85.0	0.00197619189073747	1.664959047317709e-06	2.1710319496285842e-09	7.670217146222957e-10	9.146899857339583e-19	9.85185466456048e-13	-3.7819756256909656e-19	41.0	133.0	50.00304627520522	0.01868040218860354	0.053748076949470966	74.63564356435644	71.0	0.002321223418804764	2.369365538126296e-06	3.6190772584470346e-09	1.5225587452812162e-09	3.398970245409474e-18	2.338743453119521e-12	-1.104897650408734e-18	31.0	112.0	43.97328078055614	0.02557579235546909	0.011869541893624208	-29.402574133175737	0.7651515151515151	2018-09-10 14:25:00	images/00000/SPC-EAWAG-0P5X-1536582300086210-2264868557913-014900-045-2090-1162-56-40.jpeg
0.00019911919999999998	0.4882038149981932	0.8727296460079776	1.6681043781365362e-05	2.8939999999999997	0.033908441875877535	0.06737768003508852	80.48262548262548	57.5	0.0017863382856938262	1.0171431189094325e-06	1.6082662856298351e-09	3.489165463409402e-10	3.6420329235961385e-20	-2.0583781900427094e-13	2.5882348179920047e-19	26.0	136.0	58.86023862000679	0.0326128622070043	0.06491103623218239	72.92857142857143	58.5	0.0019552540629897822	1.2257185982634136e-06	1.5865371897262961e-09	3.385637263741918e-10	2.1924969641620315e-20	-2.3656080437003447e-13	2.4716317144425216e-19	22.0	123.0	53.1657704266893	0.03366858192698867	0.06693912279656697	75.42857142857143	60.5	0.0019067017089583265	1.201221661246566e-06	1.4178170077705306e-09	2.579721689379758e-10	-5.290462783323106e-20	-2.426750211270633e-13	1.4677233691474644e-19	22.25	127.0	55.56270340730639	0.030465125662600158	0.061357081951215676	63.845559845559855	55.0	0.0022084713328068785	1.5318049596658454e-06	1.6247799175164062e-09	4.113599107118322e-10	1.4065156172258223e-19	-1.9783693122200532e-13	3.0547761581597727e-19	19.0	105.0	47.757666201953676	0.025564899616264743	0.012480881522706296	-63.410651431321156	0.7194444444444444	2018-10-23 02:02:05	images/00000/SPC-EAWAG-0P5X-1540252925878730-5935440671158-001159-070-1532-1134-40-44.jpeg
0.0002317932	0.5403493069896769	0.8414408038809241	1.9757106344212425e-05	3.648	0.01673908721919233	0.0334819291713532	66.39303482587064	53.0	0.00195509474481436	1.5118865861219237e-06	7.20595219474728e-10	9.547312591453672e-11	-1.0376683429105112e-20	1.9074423898216612e-14	-2.279082176022508e-20	18.0	107.0	53.6551214482116	0.012199399979487515	0.025323197602640853	58.24046434494196	47.0	0.002303001277787828	2.1626106587830453e-06	1.475285855537435e-09	2.7841792530026e-10	3.66356528241543e-20	2.2408076946728242e-13	-1.7463516326055094e-19	16.0	89.0	46.54048564169141	0.013162860783583013	0.027901361921902814	58.69485903814262	47.0	0.002327332388124889	2.2317374818409077e-06	1.5226019647354445e-09	3.0169707422648376e-10	5.223211210161015e-20	2.643701192646047e-13	-1.9769594111148046e-19	17.0	89.0	46.580621705946214	0.007668632177811464	0.01859112506214068	50.57379767827529	41.0	0.002730196215525401	3.0859570772175323e-06	3.2294531182954137e-09	7.920175834983516e-10	6.91457009577876e-19	1.0081657294811535e-12	-1.0613029968784787e-18	14.0	76.0	40.57426632607624	0.025279113714587253	0.013659551576990458	52.20643549790224	0.7490683229813665	2020-05-14 06:09:21	images/00000/SPC-EAWAG-0P5X-1589429361767102-10174770800883-005519-010-1902-1938-44-56.jpeg
0.00028253400000000003	0.5888455804423207	0.8082455582269206	2.2888237460994825e-05	3.468	0.011023161202574044	0.02055132441360048	70.66666666666667	48.0	0.0015167180223358634	6.450161534065438e-07	1.0475388185909805e-10	7.473518157904888e-12	1.7686792041036955e-22	5.1461817476831715e-15	-1.115540600726977e-22	18.0	122.0	59.044262577414386	0.014082036349772297	0.026109134586370868	61.67482993197279	41.0	0.0017711720377711073	9.626563551371298e-07	1.2154482002340951e-10	7.296040748103088e-12	1.1223443983413954e-22	7.0243429553524594e-15	-1.8603639373682418e-22	15.0	109.0	51.39884437613718	0.020733484723137918	0.03860945614571449	62.85306122448979	40.0	0.0017292108930253348	9.687319992479709e-07	9.891701076259187e-11	2.2845049042782434e-12	-3.4641381007307435e-24	2.210407877325162e-15	-3.4166681438519035e-23	14.0	112.5	54.35249189303694	0.010945608901791632	0.020988227481601174	52.51700680272109	38.0	0.002168527180877131	1.524216953827471e-06	1.6540498427959082e-10	1.701173288873285e-11	3.9186620565231963e-22	2.1001210450165128e-14	-8.128710194267991e-22	14.0	91.0	42.059619773965686	0.0250711141274666	0.014763014750723731	59.84072757785698	0.9233668341708544	2020-05-15 12:08:41	images/00000/SPC-EAWAG-0P5X-1589537321913540-10282729292872-005119-001-2682-2312-44-56.jpeg
0.00024294080000000003	0.506888929325493	0.862011376564866	1.6844777315763754e-05	3.258	0.012740624535456931	0.03987093906283955	93.58227848101265	85.5	0.0014185383763990545	8.6578800282033e-07	1.6737042265878818e-10	9.98889047251152e-11	1.2859806905980807e-20	9.237277761265697e-14	-1.1994109348199165e-21	25.0	158.0	68.83220886392508	0.014442834250886966	0.0444751226345172	82.69778481012658	74.0	0.0016361213858827074	1.1958863440069756e-06	2.8829927142824006e-10	1.7140856496428348e-10	3.796703762275517e-20	1.8580863822100555e-13	-3.2278092837434087e-21	19.75	138.0	61.47886429161329	0.014137669227101768	0.0440367298611994	82.93512658227849	74.5	0.0016479055935069485	1.2401601577681644e-06	3.117108229155453e-10	1.90190435879914e-10	4.616765464685601e-20	2.0977671560317886e-13	-3.606581849320465e-21	18.75	139.25	62.56351633539949	0.017969885081916322	0.051268268791232884	72.58227848101266	67.5	0.0019015005200525746	1.6478586264994189e-06	4.930526532174645e-10	2.819953849964473e-10	1.0480634814851004e-19	3.5825427727227555e-13	-8.495348920756853e-21	16.0	120.0	54.36491389823914	0.02501403102461159	0.012679335404180031	85.96855481727705	0.930780559646539	2020-05-18 14:00:41	images/00000/SPC-EAWAG-0P5X-1589803241520172-10548644852413-000319-011-2174-1426-32-64.jpeg
0.00024909119999999996	0.5555747219192223	0.8314666128981841	1.8908005600221654e-05	4.106	0.0065637010001864384	0.015575570353029457	85.0246913580247	69.5	0.0015955041081772445	9.752715225775863e-07	4.766797976921031e-10	1.449552417909879e-10	3.7671271316196344e-20	1.4314726453630025e-13	5.722582880123376e-21	28.75	142.25	59.10264670153919	0.00821967840631436	0.019505181496413355	73.39506172839506	63.0	0.0019327376407640875	1.5234831950891818e-06	7.635097051092975e-10	2.453468749295942e-10	1.0409633067533947e-19	3.026990824178785e-13	2.097575140345784e-20	24.0	118.25	50.784841233091036	0.008670138293672981	0.02057411648698844	73.64351851851852	61.0	0.0019050151652075871	1.5002766332787874e-06	6.56668590760976e-10	2.065468138661787e-10	7.352352441941635e-20	2.521754993336569e-13	1.9509023118815747e-20	22.0	121.25	53.13825220007981	0.010113962138444895	0.02400029020681322	62.50925925925926	56.5	0.002446186411152413	2.5678435751640025e-06	1.5401760937846699e-09	5.46253453524848e-10	4.905111229342138e-19	8.747582560956948e-13	1.0219902762379368e-19	22.0	94.0	42.145616624814856	0.024454421074718184	0.013586258188282123	-39.85662999855761	0.8709677419354839	2020-06-05 06:03:39	images/00000/SPC-EAWAG-0P5X-1591329819866129-12075200423773-002099-024-1632-1314-52-52.jpeg
