url	timestamp	file_size	aspect_ratio	maj_axis_len	min_axis_len	orientation	eccentricity	solidity	estimated_volume	area	intensity_gray_mass_displace_in_images	intensity_gray_moment_hu_4	intensity_gray_moment_hu_5	intensity_gray_moment_hu_6	intensity_gray_moment_hu_7	intensity_gray_std_intensity	intensity_gray_moment_hu_1	intensity_gray_moment_hu_2	intensity_gray_moment_hu_3	intensity_gray_median_intensity	intensity_gray_mass_displace_in_minors	intensity_gray_mean_intensity	intensity_gray_perc_25_intensity	intensity_gray_perc_75_intensity	intensity_red_mass_displace_in_images	intensity_red_moment_hu_4	intensity_red_moment_hu_5	intensity_red_moment_hu_6	intensity_red_moment_hu_7	intensity_red_std_intensity	intensity_red_moment_hu_1	intensity_red_moment_hu_2	intensity_red_moment_hu_3	intensity_red_median_intensity	intensity_red_mass_displace_in_minors	intensity_red_mean_intensity	intensity_red_perc_25_intensity	intensity_red_perc_75_intensity	intensity_green_mass_displace_in_images	intensity_green_moment_hu_4	intensity_green_moment_hu_5	intensity_green_moment_hu_6	intensity_green_moment_hu_7	intensity_green_std_intensity	intensity_green_moment_hu_1	intensity_green_moment_hu_2	intensity_green_moment_hu_3	intensity_green_median_intensity	intensity_green_mass_displace_in_minors	intensity_green_mean_intensity	intensity_green_perc_25_intensity	intensity_green_perc_75_intensity	intensity_blue_mass_displace_in_images	intensity_blue_moment_hu_4	intensity_blue_moment_hu_5	intensity_blue_moment_hu_6	intensity_blue_moment_hu_7	intensity_blue_std_intensity	intensity_blue_moment_hu_1	intensity_blue_moment_hu_2	intensity_blue_moment_hu_3	intensity_blue_median_intensity	intensity_blue_mass_displace_in_minors	intensity_blue_mean_intensity	intensity_blue_perc_25_intensity	intensity_blue_perc_75_intensity
images/00000/SPC-EAWAG-0P5X-1581404614611419-2150142592750-002049-052-1378-332-132-124.jpeg	2020-02-11 08:03:34	21.192	0.6003557776612958	0.052042360320216176	0.031243931701372744	43.70285100001667	0.799733043101697	0.9020488352511928	0.00021280261190010253	0.0012354616	0.02016464597970137	2.9125297831860687e-10	1.1280878911593475e-19	2.2245043263957788e-13	-1.3318381742347693e-20	51.97755108625422	0.0016886306643575746	5.897146466084281e-07	5.222595346622382e-10	79.0	0.05196499760016736	79.83167392657126	31.0	121.0	0.023727271099640092	5.715384852062274e-10	4.1729880809732515e-19	4.910277661598762e-13	-5.0832425060176984e-20	47.042842736721006	0.0019129192799139938	7.460153221336155e-07	9.465743817407557e-10	69.0	0.06080670679404822	71.49377722464219	25.0	110.0	0.019996271538749593	2.794131618473712e-10	1.0506214449077565e-19	2.111664531496764e-13	-1.1556115645750167e-20	53.27060760961468	0.0016756418423804738	5.784605787884714e-07	5.121235185116797e-10	79.0	0.05179110748473506	80.39950217797137	30.25	122.0	0.01738020797168125	1.577495662520808e-10	3.417245295397742e-20	1.086424527917124e-13	-4.082762276915356e-21	57.02018341259061	0.0015095307045382028	4.792014422210491e-07	3.017193916857659e-10	88.0	0.0447998077334574	88.5983198506534	37.0	132.0
images/00000/SPC-EAWAG-0P5X-1582283258317953-3028773537375-004489-095-1678-624-144-108.jpeg	2020-02-21 12:07:38	20.896	0.721500645701366	0.051498780293485875	0.037156403234582844	-4.235405547561725	0.6924137623217147	0.8801778609875965	0.0002978193334225607	0.0014457284	0.01172958657073889	1.218934224785271e-10	2.5977987259532443e-20	5.452132889998457e-14	1.3527166433113668e-20	54.570940484726464	0.0014701209031900862	2.459334720429152e-07	4.736586868924808e-10	94.0	0.02474838011859293	88.40069130550386	31.0	137.0	0.01647671581128662	2.1756635821086533e-10	7.630099492204634e-20	1.0714487583778241e-13	3.6720199225792024e-20	50.453663662881624	0.001647433756138631	2.8984645912563255e-07	6.962367493451226e-10	84.0	0.03472179924617482	80.21696357351769	27.0	126.0	0.010594788892278786	1.1341137460799688e-10	2.2613136448647733e-20	4.9607395608708246e-14	1.235706673667656e-20	55.00102621963715	0.001452994297634746	2.3803089709504895e-07	4.5523077818618756e-10	95.0	0.02263738091138865	89.55331028981654	33.0	138.0	0.008744206289880874	7.417726402557802e-11	1.0237375449493752e-20	3.0435050544080044e-14	5.755011847701344e-21	59.631312144845054	0.0013305355958083843	2.135815850642013e-07	3.379305591151727e-10	104.0	0.01820975154976229	96.42143047061951	34.0	147.0
images/00000/SPC-EAWAG-0P5X-1574939074726557-8120985085819-002649-015-1924-1340-152-84.jpeg	2019-11-28 12:04:34	16.94	0.6007778938266459	0.04961842013457795	0.029809649943457382	-6.380170553933052	0.7994159882621934	0.9507501630789302	0.00018469081324662154	0.001120526	0.019249299160996325	2.700121316404069e-10	1.033754655093317e-19	1.7820607429114556e-13	4.603864964239142e-21	65.7583208861635	0.001375198596932724	4.3559206349878934e-07	5.4393330380353e-10	93.0	0.06038843858305695	93.99691252144082	27.0	150.0	0.019643017479409195	3.481837836900591e-10	1.697518827995307e-19	2.429420999976147e-13	4.240827576334327e-21	62.47523441086666	0.0014496372722769245	4.869979588334806e-07	6.830846849877175e-10	92.0	0.061921408500729365	90.58319039451115	25.0	144.0	0.018811279100541936	2.662134048014315e-10	1.0053934390562861e-19	1.7488528661124126e-13	4.007557265716993e-21	67.41907547446833	0.0013690968138062654	4.3157136883290696e-07	5.366261373857886e-10	94.0	0.05915123211601022	94.26518010291595	25.0	150.5	0.019200109380843693	2.0773157698981031e-10	6.212815283421772e-20	1.2987030004451675e-13	4.201852709605793e-21	68.21724540404477	0.0013060018509186335	3.9093782010433483e-07	4.3256492557077367e-10	96.0	0.05962705253093848	98.11663807890223	31.0	155.0
images/00000/SPC-EAWAG-0P5X-1574780788360273-7962701188705-003789-021-2412-1560-100-136.jpeg	2019-11-26 16:06:28	17.85	0.7200133050947808	0.04896758158663862	0.035257310260694	-59.319625725818334	0.6939602585786091	0.9055690072639225	0.00025497383709871	0.0012938904000000002	0.03148268019035838	2.154653026172551e-10	6.556694858366395e-20	9.019508217377768e-14	2.2346687280003105e-22	61.26665916037762	0.0013750101257916677	1.7526262571925635e-07	4.297767909906573e-10	65.0	0.07053257949517033	78.61437908496733	20.0	130.0	0.02926621767677147	2.974950321773828e-10	1.250859582737821e-19	1.3647139824009123e-13	3.0156545146074785e-21	57.676436948675146	0.0014763897886203056	2.106325422836285e-07	5.946074095848454e-10	63.0	0.06672814608296555	73.9108734402852	18.0	123.0	0.032534971187396816	2.0333323210220547e-10	5.835948424329853e-20	8.406433440884891e-14	1.2275808128636294e-22	61.545014058021394	0.0013611113145381856	1.7094868412215202e-07	4.0513495867300615e-10	65.0	0.07236302675642267	79.42186571598336	20.25	131.0	0.03217391329204311	1.65053204471435e-10	3.8501806045125664e-20	6.414043248299283e-14	-3.69961611928789e-22	65.20460735362857	0.001293643634099986	1.510135431676905e-07	3.297087096350709e-10	68.0	0.07146374008907096	83.48781937017232	22.0	138.0
images/00000/SPC-EAWAG-0P5X-1575360123864741-8542027733546-001139-010-514-1978-108-124.jpeg	2019-12-03 09:02:03	17.536	0.663932312878078	0.04785514464399853	0.03177257686660491	-52.39851076366007	0.7477926744201001	0.9130434782608695	0.00020235881178404523	0.0011462808	0.022669024022226078	4.326546320346324e-10	3.0419198453340016e-19	3.3414515223326625e-13	-4.98831256091302e-20	46.06926032568939	0.00207464030412635	6.001067708482327e-07	1.173264508787667e-09	55.0	0.05018677220604466	64.31321260898726	26.0	95.0	0.024835318549635048	8.256658977094562e-10	1.0217921919089965e-18	6.945017843254635e-13	-1.355199271693726e-19	41.4173964820324	0.002313779793516903	7.108846410514263e-07	1.8874924035088054e-09	50.0	0.05629554554746288	58.103621730382294	23.0	86.0	0.02290413167058934	3.7423857544041454e-10	2.343463823232849e-19	2.882641581086892e-13	-3.956555510824658e-20	47.84191380226757	0.00204535067514026	5.969159244210422e-07	1.0776486189767794e-09	57.0	0.04989309471913334	65.40912139503689	26.0	96.0	0.020787551424072622	2.630698742918671e-10	1.191035980664707e-19	1.8681015941682642e-13	-2.1895186039060203e-20	51.025505217846515	0.0018855842387937363	5.081450669456741e-07	8.055095195167972e-10	63.0	0.04576934523270279	70.42723004694835	27.25	103.0
images/00000/SPC-EAWAG-0P5X-1559498431199562-6403855472698-000219-619-536-856-100-88.jpeg	2019-06-02 20:00:31	13.558	0.6513597146577518	0.047502205264178234	0.03094102286648909	19.99253019148083	0.7587690835300105	0.862531969309463	0.00019048979516657458	0.0010371112	0.011148297393795558	3.7206282077946094e-11	2.9083585288430983e-21	2.88122742017843e-16	6.459223443767496e-21	37.844903966640295	0.0019007633367280922	4.5293586466734185e-07	9.74277885988147e-10	68.0	0.022302492499900604	73.00926612305412	40.0	101.0	0.016915863765336145	8.193559481361017e-11	4.50802942267516e-21	-8.849899811860512e-15	2.8624756777074114e-20	33.204554574275974	0.0021779974198578352	5.980357612029259e-07	1.5265316705316504e-09	59.0	0.033698393825154195	63.959229058561895	36.0	91.0	0.00898778725931427	3.5759156369015926e-11	3.331576717319144e-21	2.026130125665985e-15	5.73192599899323e-21	37.69972858857905	0.001886452096463005	4.513805131527866e-07	9.612588612687802e-10	70.0	0.01788512231248991	73.94625648628613	40.25	103.0	0.010002059159728304	2.0081375192277525e-11	1.4272158660827627e-21	1.758075217779816e-15	1.8111433810359383e-21	44.14277059589551	0.001682432632685283	3.543013421419904e-07	6.566008770654116e-10	78.0	0.01956463603125187	82.13454410674574	43.0	112.0
images/00000/SPC-EAWAG-0P5X-1575367541573253-8549445353807-003319-037-3196-764-76-136.jpeg	2019-12-03 11:05:41	13.91	0.5358154671015015	0.04706499806792515	0.02521815392389658	80.79868772639807	0.8443351142850803	0.9154113557358053	0.0001253756613438852	0.000911028	0.013393836870754162	9.437745970757125e-11	1.4497061101189782e-20	1.1491042718021308e-13	-1.2799077292759305e-20	52.24790433378831	0.0021901001075743057	1.8725854021588833e-06	4.4488204028900895e-10	60.0	0.028255389603422443	68.74767932489452	26.0	99.0	0.01265753337858552	1.4707455916705584e-10	3.236758726485498e-20	1.8868451304928674e-13	-3.711829931933994e-20	47.89160086883919	0.002507996138531541	2.5028194419158223e-06	7.623876860936121e-10	54.0	0.028323436321149885	61.32616033755274	21.0	88.0	0.01615330545467336	1.0090816063251237e-10	1.6796228072293198e-20	1.235545989692729e-13	-1.311094711816171e-20	54.078395866224774	0.00214473203447994	1.786940041271397e-06	4.4186209943110737e-10	60.0	0.0327283666339645	69.87299578059071	25.0	100.0	0.011350958470332328	5.872073177968277e-11	5.819614221955958e-21	6.593273130825616e-14	-4.5551292183761874e-21	56.224100541872595	0.0019613766050363543	1.4788883208338827e-06	2.697455903726822e-10	66.0	0.024063839041956105	76.02700421940928	29.0	109.0
images/00000/SPC-EAWAG-0P5X-1575367219536336-8549123327038-000099-014-676-1872-96-128.jpeg	2019-12-03 11:00:19	16.834	0.7159325074177235	0.04691294395134021	0.03358650159343012	72.71597457706723	0.6981694957691658	0.8851851851851852	0.0002216719980488035	0.0011943308	0.015231954804798114	1.1075182918329807e-10	2.801370355823474e-20	5.320669430426167e-14	-2.5493714001541906e-21	44.36359070568065	0.0018073782754651426	3.436191436536539e-07	5.82465578611411e-10	65.0	0.034009236533954816	67.18184744126167	25.0	101.0	0.012873841936412934	1.8819954364600387e-10	7.621939332624266e-20	9.864547967644888e-14	-9.389947813293063e-21	38.41102565647443	0.0020462261189956345	4.262879460210912e-07	8.847431081503041e-10	58.0	0.030217602831677303	60.40585774058577	24.0	91.0	0.01709239325295695	9.983685110970922e-11	2.315595284547115e-20	4.7497696407877575e-14	-1.966960683959805e-21	44.31023694094487	0.0017902715194946833	3.3589274065293954e-07	5.427190755609421e-10	66.0	0.037191387388263164	67.97328612809784	26.0	101.0	0.01606876661853991	7.329657510415409e-11	1.2776811277565378e-20	3.237501418163153e-14	-1.158714382171322e-21	51.14195332307901	0.0016185206200848177	2.860701400654206e-07	4.179758089103991e-10	71.0	0.03497084009548667	74.15577727711619	25.0	110.0
images/00000/SPC-EAWAG-0P5X-1575360098851122-8542002731468-000889-027-1196-1230-112-100.jpeg	2019-12-03 09:01:38	15.318	0.5651606446493836	0.046814412677249784	0.026457663647556764	-36.81193424044599	0.8249808759841001	0.9389600602863603	0.00013726858932314515	0.0009579248	0.022215020896123087	2.9801237211990147e-10	1.0873968478798906e-19	2.7352684587165167e-13	3.6497897115114454e-20	61.25338542348965	0.0016276099408498372	8.801517066599535e-07	4.970896250902176e-10	79.0	0.05336127882620343	85.05577849117175	28.0	129.0	0.02393066617496796	4.1228563043891403e-10	2.0553717324521195e-19	4.0206299213812515e-13	6.437022577944943e-20	57.92723733354466	0.0017343761573918026	9.817581662254058e-07	6.61943520558317e-10	75.0	0.05804241398234998	80.3354735152488	24.0	123.0	0.021389073661126315	2.8627600428769803e-10	1.0037498340974794e-19	2.611753446091616e-13	3.430240212928323e-20	61.79565948149321	0.0016171249066661765	8.6937934252045e-07	4.79586398772707e-10	79.0	0.05106778963620759	85.66974317817015	27.0	129.0	0.02136416409273125	2.1987893990630893e-10	5.988661648666424e-20	1.897935700757461e-13	2.1140597482314544e-20	65.13395561308175	0.0015317741681828137	7.894627220086144e-07	3.7941372399291043e-10	83.0	0.051161801220129366	90.18579454253612	31.0	135.0
images/00000/SPC-EAWAG-0P5X-1575360299897237-8542203748178-002899-030-2478-990-104-104.jpeg	2019-12-03 09:04:59	14.912	0.5773365980071568	0.04589064333980623	0.02649434790616351	47.78432216131736	0.816506247741879	0.9287890327494288	0.00013493332589330288	0.0009375516	0.020529905288623328	1.5040696899508893e-10	3.2189679811818764e-20	1.3012576996417752e-13	8.643339903726782e-21	61.7270831039921	0.00155399119205487	7.485354266928545e-07	3.264858537828695e-10	84.0	0.0499641771784267	87.10947109471094	28.0	132.0	0.023267632126822334	2.330034153041323e-10	7.618669736184058e-20	2.2278337377347302e-13	2.257264406382582e-20	59.05114463657885	0.0016950911639423616	9.150764760303597e-07	4.991296757140453e-10	77.0	0.05662705588570016	81.31570315703156	23.0	126.0	0.018545750644391658	1.364363528893214e-10	2.7212091896724824e-20	1.1597132687492092e-13	6.7269872267908245e-21	62.76272765041785	0.0015291762345702486	7.225943010117484e-07	3.093814367088397e-10	85.0	0.04513528718599571	88.37105371053711	27.0	133.0	0.01987948223967368	1.0603811972828397e-10	1.580895967572302e-20	8.429677980936972e-14	4.099854003917723e-21	64.62327908620377	0.0014456911331526853	6.31976239268003e-07	2.2371189738317226e-10	90.0	0.04838122528450532	92.64247642476425	31.0	138.0
