area	aspect_ratio	eccentricity	estimated_volume	file_size	intensity_blue_mass_displace_in_images	intensity_blue_mass_displace_in_minors	intensity_blue_mean_intensity	intensity_blue_median_intensity	intensity_blue_moment_hu_1	intensity_blue_moment_hu_2	intensity_blue_moment_hu_3	intensity_blue_moment_hu_4	intensity_blue_moment_hu_5	intensity_blue_moment_hu_6	intensity_blue_moment_hu_7	intensity_blue_perc_25_intensity	intensity_blue_perc_75_intensity	intensity_blue_std_intensity	intensity_gray_mass_displace_in_images	intensity_gray_mass_displace_in_minors	intensity_gray_mean_intensity	intensity_gray_median_intensity	intensity_gray_moment_hu_1	intensity_gray_moment_hu_2	intensity_gray_moment_hu_3	intensity_gray_moment_hu_4	intensity_gray_moment_hu_5	intensity_gray_moment_hu_6	intensity_gray_moment_hu_7	intensity_gray_perc_25_intensity	intensity_gray_perc_75_intensity	intensity_gray_std_intensity	intensity_green_mass_displace_in_images	intensity_green_mass_displace_in_minors	intensity_green_mean_intensity	intensity_green_median_intensity	intensity_green_moment_hu_1	intensity_green_moment_hu_2	intensity_green_moment_hu_3	intensity_green_moment_hu_4	intensity_green_moment_hu_5	intensity_green_moment_hu_6	intensity_green_moment_hu_7	intensity_green_perc_25_intensity	intensity_green_perc_75_intensity	intensity_green_std_intensity	intensity_red_mass_displace_in_images	intensity_red_mass_displace_in_minors	intensity_red_mean_intensity	intensity_red_median_intensity	intensity_red_moment_hu_1	intensity_red_moment_hu_2	intensity_red_moment_hu_3	intensity_red_moment_hu_4	intensity_red_moment_hu_5	intensity_red_moment_hu_6	intensity_red_moment_hu_7	intensity_red_perc_25_intensity	intensity_red_perc_75_intensity	intensity_red_std_intensity	maj_axis_len	min_axis_len	orientation	solidity	timestamp	url
0.0004047732	0.4131896179235447	0.9106450129661916	9.642427673325203e-05	6.234	0.04259209299831746	0.10810727333873638	52.221272554605896	32.0	0.006778438453951399	2.4588005416423104e-05	2.310158215433722e-07	1.5602144658676907e-07	2.884703820790217e-14	6.309914371988522e-10	6.7262408313832456e-15	21.0	66.0	46.58806407890246	0.0317048385151127	0.07261671195147479	45.94491927825261	27.0	0.008097632792374873	3.683440087688666e-05	2.984245519662447e-07	1.7476956166680204e-07	3.805234532757113e-14	8.050616065412486e-10	1.2044845881280427e-14	18.0	62.0	39.22432629544535	0.027746022422083457	0.05924719929387296	46.01519468186135	26.0	0.008181985013018143	3.79082019699295e-05	2.8832368826850464e-07	1.5969173537352535e-07	3.2316385311268656e-14	7.178727577777367e-10	1.1393516879300984e-14	18.0	62.0	40.78428366188379	0.025812514252470636	0.04689979199563786	40.60873694207027	25.0	0.009596688697824606	5.376093350435308e-05	3.678888605674113e-07	1.7439800929519874e-07	3.977346585981561e-14	8.350819771761089e-10	1.9221043927125775e-14	17.0	56.0	32.24315264248848	0.05127822612312466	0.02118763065961101	-75.36803690788948	0.4848066298342542	2019-05-28 12:00:56	images/00000/SPC-EAWAG-0P5X-1559037656686663-5943088136168-000469-045-1752-2104-52-92.jpeg
0.0002271804	0.4965076592435638	0.8680323405913384	4.207892272600982e-05	4.05	0.06297744661085015	0.17368216349942495	74.4077834179357	51.0	0.004366279305707281	8.65935507082225e-06	2.230056427974476e-08	4.490151907417829e-08	1.308602458497142e-15	1.1456720249478302e-10	5.535213704479993e-16	29.5	106.0	57.416616863422725	0.06630088099908085	0.18279675177253188	64.4839255499154	44.0	0.004989442479511573	1.121890746214263e-05	3.372163817604931e-08	6.987598667552831e-08	3.1274400414529443e-15	2.0352225542566818e-10	1.313116567290854e-15	26.0	91.0	49.667312774038	0.06455202093091521	0.1780217310270532	65.45854483925551	44.0	0.005028096582642844	1.1519629715048395e-05	3.509997557958447e-08	6.952754804688554e-08	3.1628530939444413e-15	2.0526212946799274e-10	1.339224644999769e-15	25.0	94.5	51.590420259179105	0.0717244947345963	0.1973566912851884	54.593908629441614	38.0	0.005691813371550003	1.4178538682172974e-05	4.937775298321166e-08	1.0973701342783254e-07	7.450420093148704e-15	3.5898419911704666e-10	3.1213419111897943e-15	24.5	74.0	40.934319436561545	0.0344118509295427	0.0170857475552657	-83.9707958367242	0.5528531337698784	2019-06-14 01:02:04	images/00000/SPC-EAWAG-0P5X-1560466924622678-7372334237174-001149-148-1920-962-36-76.jpeg
0.000207576	0.2972588637132537	0.9547969249761464	1.4010576687047867e-05	3.75	0.055280396717428515	0.2399516175959952	70.25740740740741	50.5	0.004130318938642043	1.2921350592951765e-05	4.413116302921028e-08	4.0630024276348835e-08	1.7200760793202073e-15	1.4418543988654442e-10	3.610501118521886e-17	25.75	101.0	55.373834246911144	0.0423404841877835	0.18670216980890056	61.298148148148144	46.0	0.0051581466911851505	2.0703078722243976e-05	6.01150677442301e-08	5.4792723439713624e-08	3.1438650708651686e-15	2.461323773447458e-10	7.144157312679392e-17	23.0	88.0	45.56324457092474	0.04299235912404453	0.18820223213364295	60.840740740740735	46.0	0.005210032540085596	2.116516589274329e-05	6.351875452510726e-08	5.818541683056916e-08	3.5364474505417973e-15	2.6458031895739525e-10	7.777547207002137e-17	22.0	89.25	46.00684940358224	0.02420665089045151	0.1124257582113792	53.838888888888896	43.0	0.006425411183143899	3.2854432499701615e-05	6.18055531263552e-08	5.434907131927787e-08	3.1484490449476613e-15	3.061374466663568e-10	9.682467046577188e-17	21.0	80.0	37.38258119155511	0.033576281079598015	0.009980847161438128	76.91063199641465	0.7594936708860759	2019-06-14 00:01:49	images/00000/SPC-EAWAG-0P5X-1560463309222087-7368718923746-000999-124-1706-812-32-80.jpeg
0.0002390968	0.38822876314949	0.9215630349918648	2.193531833839248e-05	4.254	0.04847457370997794	0.16028087177861586	69.19774919614147	43.0	0.0023487245927727588	2.8905077624975845e-06	7.340373684391674e-09	2.9979532347127727e-09	1.2749057070743051e-17	3.641600789282767e-12	5.936856186819476e-18	20.0	111.75	59.755405476658446	0.05007755287902557	0.16649065624713896	60.03215434083602	37.0	0.002900027340354581	4.366353644544372e-06	1.6061730452377783e-08	7.011939674162392e-09	6.862458864481206e-17	1.0564063757711584e-11	2.877634355019132e-17	20.0	97.0	49.1176053877264	0.051409133088056815	0.17096176631675286	59.81672025723473	35.0	0.0029330839747756304	4.454330071032779e-06	1.72775904079824e-08	7.636309955695355e-09	8.099753200517415e-17	1.1568115805734266e-11	3.366117169169293e-17	19.0	97.0	49.81633640851279	0.050242897572826566	0.1671015809164741	52.10450160771704	35.0	0.0036656010764804475	6.9505250144481856e-06	3.6670643952983415e-08	1.7181303654882118e-08	4.0657602957605803e-16	3.390944680442828e-11	1.438220021568863e-16	19.0	83.75	39.45538013422468	0.03263071863902444	0.012668183537907465	-77.56980434306749	0.66524064171123	2019-06-14 00:07:22	images/00000/SPC-EAWAG-0P5X-1560463642308721-7369051951429-004329-079-1664-1348-44-68.jpeg
0.0002060384	0.41039274431664813	0.9119088745111816	1.879068146831944e-05	3.6839999999999997	0.04085174567530413	0.13225863685207007	62.274253731343286	44.0	0.0033553754372366287	4.997730481133544e-06	3.2076798442807886e-08	1.3632327841131451e-08	2.761399158379702e-16	2.3116612454649147e-11	7.079044248599839e-17	23.0	93.0	48.07089534136737	0.03276074868008757	0.10595582092835253	52.246268656716424	35.0	0.0041731732659849525	8.119262064239742e-06	5.825832856012814e-08	2.4728511258219545e-08	9.078482484622656e-16	5.502480360887175e-11	2.3824971116826147e-16	21.0	78.0	39.341773887869394	0.030345698339855662	0.09823596174189167	52.49253731343283	34.0	0.004127309086070166	8.006613705919535e-06	5.586420687031556e-08	2.3019754314611785e-08	7.930606852041109e-16	4.994550013778498e-11	2.291449487321045e-16	20.0	78.0	41.60098238447122	0.02379475234535603	0.0755588890196445	42.92350746268657	30.5	0.005442712415558318	1.4598603314892815e-05	1.1529209922463155e-07	4.9120968133622257e-08	3.581980882165861e-15	1.5276757657584864e-10	9.13301272377935e-16	20.0	63.0	29.432501320247354	0.02986424394868752	0.012256069031043723	7.658382413507364	0.7071240105540897	2019-06-14 05:05:08	images/00000/SPC-EAWAG-0P5X-1560481508616681-7386918023371-002989-029-2410-1844-64-40.jpeg
0.00018259	0.32794449591569746	0.944696992478858	1.1074545807787133e-05	3.822	0.05518624823120016	0.2298143176520203	66.90947368421052	52.0	0.004270024028924778	1.3385392494370351e-05	2.6755046705007183e-08	2.55418168360132e-08	6.676140463859318e-16	9.015589152164806e-11	-1.0632496731319912e-17	24.5	101.0	49.57658843421584	0.050296196422110515	0.2014839560879272	57.157894736842096	43.0	0.005322513107826888	2.1364096095040305e-05	4.0051820240565115e-08	3.7358785053284214e-08	1.4448977217895665e-15	1.6664386539838017e-10	-2.4639973880041203e-17	22.0	85.5	41.78655431934602	0.05314539782293028	0.20826410552994268	56.79368421052632	43.0	0.005429272656049681	2.2391251153950016e-05	4.101069592731043e-08	3.8719194798889235e-08	1.5425172086062885e-15	1.7709574135400185e-10	-3.4409157823773715e-17	20.0	86.0	43.31528917022575	0.03937477251274458	0.15030191941739626	48.77052631578948	37.0	0.006641417612731081	3.401760305476331e-05	5.0759209080038534e-08	4.4717226720409895e-08	2.130323532502915e-15	2.5014764826950335e-10	-2.2467035760627665e-17	20.0	69.5	34.400795197921035	0.029076728456874017	0.009535553056667168	-68.57711757110307	0.7877280265339967	2019-06-14 02:06:47	images/00000/SPC-EAWAG-0P5X-1560470807993541-7376217567894-003979-119-1364-776-36-76.jpeg
0.0002414032	0.5138731583127668	0.8578661767231892	2.463545114955097e-05	4.944	0.027574269809045957	0.07094759518274865	78.50477707006371	60.5	0.002749649835182028	3.6930577514349747e-06	7.040049434275472e-10	1.52962227561472e-09	3.5904884656609887e-19	2.9226908815899408e-12	-1.546177488138463e-18	36.0	109.25	51.483455163028346	0.02090217784455396	0.05378054477680985	67.9856687898089	53.0	0.0033130984600281033	5.3617882283029025e-06	1.1439564965510987e-09	1.8171046867824253e-09	-2.8366622094767977e-19	4.20413426190273e-12	-2.60443702401647e-18	32.0	96.0	43.68063875746011	0.020646699963713273	0.053123209464087086	67.69426751592357	52.0	0.003337265007338187	5.518901251806631e-06	1.1099738058192464e-09	1.867977816611309e-09	-3.066526474671253e-19	4.385997199230368e-12	-2.6722250152754853e-18	30.0	99.0	46.020718460799586	0.014276545557319597	0.03673303343381715	58.78662420382165	47.0	0.004021162145000242	7.703892371924971e-06	2.3989647879498293e-09	1.5450423962847315e-09	-1.8781102286065195e-18	4.262393285318229e-12	-2.306664520038105e-18	30.0	83.25	35.241238863432116	0.028135416462912587	0.014458035318241906	-41.72946210753478	0.7160775370581528	2019-06-14 05:06:07	images/00000/SPC-EAWAG-0P5X-1560481567620696-7386977028276-003579-149-2100-850-60-60.jpeg
0.0002340996	0.5741279431472781	0.8187655982620886	3.0457715263861242e-05	3.57	0.08428293506386053	0.15602029285350674	62.793103448275865	41.0	0.0033195132774645484	1.7906491461716854e-06	2.4736542632852605e-08	1.277304055969569e-08	2.2700637427449205e-16	1.6985560561342348e-11	-4.159242015912883e-18	23.0	93.0	50.792858758664494	0.07081582144677648	0.13093003995721642	52.73891625615764	37.0	0.004198201120321014	3.5365419360610016e-06	3.8599115487291385e-08	2.413327837358185e-08	7.362350374841791e-16	4.4563897429881945e-11	2.216235629065653e-17	22.0	77.0	40.390204467022656	0.07257308778546144	0.1341337995548346	52.423645320197046	36.0	0.004271832594291279	3.7728758643591386e-06	3.972724832699337e-08	2.5480206294407053e-08	8.105164207446535e-16	4.853380461333802e-11	1.6209661441296978e-17	22.0	76.0	41.43590019699447	0.04879933138413936	0.09019468970697388	43.99343185550082	33.0	0.005339703036796079	6.926111850999716e-06	5.253373236233928e-08	4.130853850515824e-08	1.915840599354322e-15	1.0355040954535112e-10	1.8052479522859715e-16	21.0	59.0	30.902249978595556	0.02804553836413144	0.016101727255456857	-15.469202957692909	0.6207951070336392	2019-06-14 00:04:02	images/00000/SPC-EAWAG-0P5X-1560463442284154-7368851934803-002329-030-918-1952-48-52.jpeg
0.0002252584	0.4224858647279931	0.9063695130050656	1.6287725534663925e-05	3.378	0.02501795492922955	0.03800775288654281	82.54948805460752	61.0	0.0023973754222111395	3.172754497326168e-06	4.966792358783299e-09	5.142499156566356e-10	-7.1007951772645245e-19	-7.842121032440457e-13	-4.1381833013916936e-19	30.0	130.75	60.620076097096536	0.03133359619836743	0.046273310015746486	68.94027303754267	50.0	0.002787679171691189	4.132403890245217e-06	8.932509819627154e-09	9.74159468872169e-10	-2.225442459306501e-18	-1.5929587187657138e-12	-1.8180189094690262e-18	24.0	107.0	51.4604939688291	0.03807861244999195	0.05607702263123752	68.8839590443686	49.0	0.0027962206805636058	4.2041451997091795e-06	9.390974874188864e-09	1.0523821498743243e-09	-2.477646345604256e-18	-1.6984190926023471e-12	-2.1924084903491925e-18	22.0	111.0	54.48377203390649	0.03242486377601364	0.05406472346522236	56.43856655290102	41.5	0.003258011198143861	5.2596141027683336e-06	1.597963394524343e-08	1.7796184278263364e-09	-7.019267701457149e-18	-3.2830833241426423e-12	-6.386948333061278e-18	20.0	89.0	42.1253672652062	0.02792859932966106	0.0117994384384335	89.79326458566734	0.8517441860465116	2020-03-19 12:07:01	images/00000/SPC-EAWAG-0P5X-1584616021942542-5361503130165-004119-023-870-1506-28-80.jpeg
0.00020181	0.4000883154846261	0.9164765898879657	1.4103277258154639e-05	3.042	0.06283600173285059	0.15108396182101258	70.16952380952381	46.0	0.0022567953076363424	2.233599027768311e-06	2.8915694166300795e-09	1.9577405289597252e-09	4.650444455829801e-18	2.2299882045147163e-12	-2.6520335875139844e-19	24.0	113.0	55.88651617563429	0.05763626732129585	0.1382872220373758	63.56761904761905	44.0	0.002660637234862778	3.3728871586659717e-06	5.319471269280768e-09	4.205643430775779e-09	1.9892195309139533e-17	6.568108079537307e-12	1.8728940064648212e-20	21.0	103.0	48.837823935061	0.0612838094077058	0.14427690706289192	64.06857142857143	43.0	0.0026364393153774372	3.3265524426369066e-06	5.307174723128864e-09	4.0901725006728015e-09	1.9055296983879307e-17	6.2369263139938075e-12	-2.1795751209094646e-19	20.0	106.0	50.74983521302961	0.04694076146099	0.1157005658840672	57.48190476190477	44.0	0.003191618738773211	5.316119592350523e-06	9.813267804675611e-09	8.799855800261609e-09	8.171442803141866e-17	1.8608373682232528e-11	3.144955494043341e-18	20.0	94.0	42.115150041743284	0.027604077167130744	0.011044068734304966	-54.15819717257671	0.7352941176470589	2019-06-13 11:00:36	images/00000/SPC-EAWAG-0P5X-1560416436905323-7321847283498-000269-014-764-2238-40-52.jpeg
