url	timestamp	file_size	aspect_ratio	maj_axis_len	min_axis_len	orientation	eccentricity	solidity	estimated_volume	area	intensity_gray_mass_displace_in_images	intensity_gray_moment_hu_4	intensity_gray_moment_hu_5	intensity_gray_moment_hu_6	intensity_gray_moment_hu_7	intensity_gray_std_intensity	intensity_gray_moment_hu_1	intensity_gray_moment_hu_2	intensity_gray_moment_hu_3	intensity_gray_median_intensity	intensity_gray_mass_displace_in_minors	intensity_gray_mean_intensity	intensity_gray_perc_25_intensity	intensity_gray_perc_75_intensity	intensity_red_mass_displace_in_images	intensity_red_moment_hu_4	intensity_red_moment_hu_5	intensity_red_moment_hu_6	intensity_red_moment_hu_7	intensity_red_std_intensity	intensity_red_moment_hu_1	intensity_red_moment_hu_2	intensity_red_moment_hu_3	intensity_red_median_intensity	intensity_red_mass_displace_in_minors	intensity_red_mean_intensity	intensity_red_perc_25_intensity	intensity_red_perc_75_intensity	intensity_green_mass_displace_in_images	intensity_green_moment_hu_4	intensity_green_moment_hu_5	intensity_green_moment_hu_6	intensity_green_moment_hu_7	intensity_green_std_intensity	intensity_green_moment_hu_1	intensity_green_moment_hu_2	intensity_green_moment_hu_3	intensity_green_median_intensity	intensity_green_mass_displace_in_minors	intensity_green_mean_intensity	intensity_green_perc_25_intensity	intensity_green_perc_75_intensity	intensity_blue_mass_displace_in_images	intensity_blue_moment_hu_4	intensity_blue_moment_hu_5	intensity_blue_moment_hu_6	intensity_blue_moment_hu_7	intensity_blue_std_intensity	intensity_blue_moment_hu_1	intensity_blue_moment_hu_2	intensity_blue_moment_hu_3	intensity_blue_median_intensity	intensity_blue_mass_displace_in_minors	intensity_blue_mean_intensity	intensity_blue_perc_25_intensity	intensity_blue_perc_75_intensity
images/00000/SPC-EAWAG-0P5X-1571821370983947-5003328452358-001619-094-1254-1454-48-112.jpeg	2019-10-23 11:02:50	7.4	0.2402054930173096	0.05460793319447673	0.01311712551563559	75.98420863435463	0.9707220617274087	0.7167173252279635	3.9356973779668175e-05	0.0004532076	0.044139171103875635	3.5288800692020004e-08	1.1903502096681054e-15	1.5598414814832124e-10	-1.1688376509343525e-16	41.234217118507	0.005320167983422809	2.054917321302109e-05	3.255413338362339e-08	27.0	0.23136522865833564	45.33672603901611	13.0	66.0	0.030314381699284333	3.534393558639513e-08	1.2223915393444361e-15	2.0446484363425453e-10	-1.8012087108600183e-16	32.49884428304741	0.007123482115094011	3.727419723437146e-05	3.4578376978147104e-08	24.0	0.16041047598260563	36.74809160305343	12.0	52.0	0.04478859709491429	3.5560178046697806e-08	1.2102173155123274e-15	1.5405768779699516e-10	-1.1431634107811857e-16	44.05293980732521	0.005203025396116525	1.9734930403994914e-05	3.2861908456142784e-08	27.0	0.23589011436259702	46.56403731976251	13.0	68.0	0.05255360730178457	2.621315089149818e-08	6.514037528023828e-16	9.269008507896809e-11	-5.423550848586885e-17	49.700169734798834	0.004251158811386216	1.2966570611471374e-05	2.3721548225805187e-08	31.0	0.2718719523430015	53.69041560644614	15.0	82.0
images/00000/SPC-EAWAG-0P5X-1560416505874395-7321916289234-000959-061-2086-1622-60-112.jpeg	2019-06-13 11:01:45	9.414	0.3060236594758384	0.052127564034295186	0.01595226790533611	-74.4009209148943	0.9520239071793397	0.6544080604534005	5.556494759043426e-05	0.0004993356	0.0355534947726104	7.440687914369111e-09	5.795376252166601e-17	2.2725086811767157e-11	-8.607461606600428e-18	35.62960704284013	0.006035054673511338	2.415147226170921e-05	8.332973417068512e-09	26.0	0.1547216342180299	37.758275596612776	13.0	50.0	0.02041151485097644	7.892827715899339e-09	8.998183324697621e-17	-1.1823119894696618e-11	9.142786685892659e-17	28.84027593631895	0.008391515673988765	4.694712384615663e-05	3.3467304805241184e-08	20.0	0.08688116776029127	30.146266358737492	13.0	37.0	0.034762939717673615	6.805613415911017e-09	4.9936373602335904e-17	1.982938843731151e-11	-6.955281307080076e-18	36.486245691514156	0.005933632015462957	2.336027565405791e-05	8.064485809767365e-09	25.0	0.15131174894271887	38.23094688221709	13.0	51.0	0.04597123659293799	5.369213665617016e-09	2.2101011480558513e-17	1.629956353806252e-11	-5.262012207494747e-18	43.22338793422727	0.004640595277873991	1.4159646129571184e-05	3.3345588448498723e-09	32.0	0.19917865786822694	45.897613548883754	14.0	63.0
images/00000/SPC-EAWAG-0P5X-1571821279980063-5003237444793-000709-180-2678-552-52-88.jpeg	2019-10-23 11:01:19	6.588	0.4886729627147521	0.04301300662269122	0.021019293381579773	-50.07458857811429	0.8724670397852211	0.7761336515513126	7.960212000138043e-05	0.0006250343999999999	0.04537020751410023	1.4353356935238355e-09	1.171164567363694e-18	2.5612850290149128e-12	-8.793075713696765e-20	43.65589840906191	0.0029092515207602247	4.1235420909980864e-06	4.664623821297267e-10	36.0	0.08394559113178876	53.435424354243544	20.0	79.0	0.03874199274242248	1.9026255861630814e-09	1.1355794614122005e-18	3.702862728532987e-12	4.847589770966244e-19	30.748304805633147	0.003841576066707353	6.5495488020975345e-06	2.2134847815415256e-10	30.0	0.07233865923228501	41.97662976629766	17.25	62.0	0.04643681681561465	1.4713188295932085e-09	1.2842240853863264e-18	2.6215504558588853e-12	-8.074644695182335e-20	46.18545070272182	0.0028213593264826294	3.924907794419074e-06	5.198460825486658e-10	36.0	0.08934950785812099	54.69311193111931	19.25	81.0	0.048192461064520055	9.511519836635282e-10	6.354394320665357e-19	1.4678238299377823e-12	-6.325934686428861e-20	54.73895746871313	0.0023783138602307186	2.8891664387658607e-06	4.73894327836142e-10	43.0	0.08600148172566961	64.63530135301353	22.0	95.0
images/00000/SPC-EAWAG-0P5X-1571821377961683-5003335452940-001689-068-1008-1590-32-120.jpeg	2019-10-23 11:02:57	5.44	0.3008437890131528	0.042096813641996605	0.012664564921438838	-85.13602229973698	0.9536734318477209	0.8516949152542372	2.8282538264363e-05	0.000386322	0.027903541127306888	9.926724207077749e-10	1.4062767127029283e-18	8.933089491188082e-13	-1.1308025615316651e-18	36.750199832019604	0.0043035494581684566	1.3488717062416836e-05	3.328973659037365e-09	51.0	0.05829629054126144	58.04378109452736	27.0	80.0	0.02397171833737463	1.4355872811930144e-09	1.5913171690942291e-18	-7.501089742975214e-14	4.348844931983637e-18	28.36368497359877	0.0057676560325103975	2.4667253097173807e-05	7.248231092885559e-09	39.0	0.04736756706403932	46.51144278606965	25.0	63.0	0.03437586370030449	8.913171215664456e-10	1.1006923392578395e-18	6.391951981870326e-13	-9.725113703094578e-19	39.950416361178256	0.004197323849269321	1.2853211383545727e-05	3.0465912963216584e-09	51.0	0.06531638134267127	58.87761194029851	26.0	83.0	0.02783864288972729	1.604414120883831e-09	3.260435926855855e-18	3.3746621919514718e-12	-4.59312717189919e-19	45.009704224966306	0.0034160006291490547	8.345798066469483e-06	2.625042663083866e-09	61.0	0.09514010287494921	69.72835820895523	32.0	95.0
images/00000/SPC-EAWAG-0P5X-1561453225602137-8358620729941-000159-100-2080-1294-68-80.jpeg	2019-06-25 11:00:25	8.206	0.42185868943551813	0.041988160092171406	0.017713070188292154	-62.88175524141648	0.9066615940623862	0.6906290115532734	5.51827247502191e-05	0.0004136144	0.034587256131441174	1.2641196720437263e-08	1.0863150544874194e-16	2.8002278908352877e-11	-1.5112751714406555e-17	38.32932839461463	0.0034864745315753287	5.8110351015102595e-06	5.954868133529222e-09	58.0	0.0932354727037844	67.04460966542752	34.0	95.0	0.01998424652596034	1.9680974924906113e-08	2.6694719320412826e-16	5.893223056582551e-11	-5.2706630623385276e-17	27.024478816317576	0.004751181049320897	1.1371703755427384e-05	9.712242227161808e-09	51.0	0.05331583644817755	54.0864312267658	30.0	74.0	0.03592361828703083	1.2577371154487785e-08	1.0784311897192738e-16	2.725303183245992e-11	-1.5013023135827024e-17	39.63655366646944	0.0034006241996813627	5.500099648665064e-06	5.958697143106192e-09	58.0	0.09662678866297546	68.35594795539033	35.0	98.0	0.04305192182303382	7.572316732326567e-09	3.8631031115987605e-17	1.3026547765141005e-11	-4.4478655698629854e-18	50.23891389457649	0.0027453997528159484	3.453360093079803e-06	3.4826169482478337e-09	63.0	0.11659166726407788	79.6682156133829	38.0	118.0
images/00000/SPC-EAWAG-0P5X-1571821801024994-5003758488105-005919-180-1400-522-44-128.jpeg	2019-10-23 11:10:01	7.584	0.33620594956363914	0.0413486747125164	0.013901670444919611	80.62384468589764	0.9417884897778331	0.8157051282051282	3.347219410363903e-05	0.0003913192	0.021250649982535938	1.4515426010726964e-08	1.614423075905037e-16	5.826050531657539e-11	-2.805507796043923e-17	35.59851541586491	0.004880781940398992	1.6289844066053064e-05	8.779430626067208e-09	35.0	0.12117577286988056	44.80648330058939	14.0	64.0	0.007964314026330422	2.1288703931728868e-08	3.1675254400887783e-16	1.3437260620756452e-10	-6.318064754378403e-17	24.235892472715655	0.00759140137129312	4.1003805896795796e-05	1.081275673346003e-08	29.0	0.035385643655178954	33.53438113948919	12.0	47.0	0.022679969856022664	1.4049672279237068e-08	1.50857407565799e-16	5.6188084735318516e-11	-2.797737302100036e-17	35.92924848354312	0.004852297131779653	1.6075924566772637e-05	8.4882980621872e-09	35.5	0.1293597674927431	45.13555992141454	14.0	66.0	0.0288539169027341	6.69014862590026e-09	3.443589257597962e-17	1.860131691066641e-11	-6.475366287481914e-18	48.93783478430855	0.003445737330877294	7.817792865645329e-06	4.100214330593878e-09	40.5	0.1645115748753799	56.74361493123772	16.0	82.75
images/00000/SPC-EAWAG-0P5X-1571821378961589-5003336453023-001699-060-2542-1568-84-88.jpeg	2019-10-23 11:02:58	9.51	0.3257112158267652	0.04114806468877421	0.013402386178699034	-46.19724066662734	0.9454693035126261	0.8107476635514018	3.096009455963522e-05	0.0004001604	0.008772436006516783	9.519488166488625e-10	9.625126609941426e-19	5.923153076351397e-13	-1.931533964022477e-18	31.77233227542265	0.0054897357739668706	2.030288905627582e-05	5.398699274828359e-09	32.0	0.0350913901141422	39.36695485110471	16.0	51.0	0.023441870754430185	2.385227353491617e-09	9.438638957260668e-18	5.4356676676255494e-12	3.0768869991531462e-18	25.10242078926775	0.007012336505425374	3.355122249201891e-05	7.2625633093807e-09	25.0	0.0934416436196562	33.00864553314121	16.0	42.0	0.009216673052709177	9.590216570460983e-10	1.1341491749437968e-18	9.57089553767149e-13	-1.772315808208848e-18	34.160071781334324	0.005310474542705747	1.8962432625977163e-05	5.019532708443269e-09	31.0	0.03678641623440597	40.38232468780019	16.0	52.0	0.0029584381847376482	2.0435921045772807e-09	6.168548162605152e-18	5.671244256565253e-12	-1.7999376020851094e-18	37.53101376890119	0.004509129007176392	1.351001462425622e-05	4.838048828867858e-09	36.0	0.011538167136007601	45.6628242074928	18.0	61.0
images/00000/SPC-EAWAG-0P5X-1560416504906225-7321915289151-000949-078-1148-1434-28-88.jpeg	2019-06-13 11:01:44	4.152	0.25626739700882195	0.041074358729907154	0.010526018995519887	-75.81228842119245	0.9666059286132704	0.8038815117466803	1.9062844266039507e-05	0.0003025228	0.02519253208131312	9.147681815899295e-09	1.193147824212842e-16	3.288140067482249e-11	5.3427479435227704e-17	29.224687088300907	0.005913856320892808	2.6997336950621873e-05	2.23265667617173e-08	39.0	0.05418477151839741	49.61245235069886	30.0	61.0	0.01776790063507064	4.907029951365234e-08	3.2764957147093303e-15	3.3155317316212595e-10	8.479861484811558e-16	19.54797910189666	0.009300687761808998	6.909632964004377e-05	9.694383308792771e-08	32.0	0.034472860489262964	37.170266836086405	23.0	45.0	0.028185521178350832	8.219689480577087e-09	9.704837691620984e-17	2.7815678362461627e-11	4.841337347127921e-17	29.250015067371073	0.0058747618914078495	2.6665442627548915e-05	2.1179898949686024e-08	40.0	0.05767471151566071	50.35578144853876	31.0	61.0	0.026836753454467663	2.2542082805899667e-09	7.13143863357638e-18	4.4361598330107356e-12	5.145958805625263e-18	41.12613177870463	0.004198510704624207	1.3239548482632335e-05	6.751690871184559e-09	51.0	0.06303762333566769	62.32020330368488	33.0	76.5
images/00000/SPC-EAWAG-0P5X-1561453251615828-8358646732102-000419-061-1386-1654-96-36.jpeg	2019-06-25 11:00:51	5.096	0.34286681043493833	0.04095194543267989	0.014041062911608596	-9.764750287331493	0.939384027063571	0.5927051671732523	3.381918345663471e-05	0.000299832	0.027094257832649172	2.1128580753165234e-08	5.168732249747644e-16	6.161929341433601e-11	7.7378081563041e-18	40.88540165359842	0.004122662729477155	1.122495473893081e-05	2.8330511410523104e-08	70.0	0.11348672840020371	82.06666666666666	47.0	112.0	0.01773365074097787	3.0563262474641144e-08	1.1294861562239067e-15	1.059153181376716e-10	3.45655956559047e-17	34.32385489891295	0.004989047994128702	1.6553729276179395e-05	4.472694494639271e-08	62.5	0.07454852684692281	71.38717948717948	45.0	90.0	0.029042466670440997	2.1265883670653506e-08	5.175822829167594e-16	6.143313784427112e-11	4.413151401768044e-18	42.390846234891214	0.004046131872025382	1.0793336171803065e-05	2.785736755855063e-08	69.5	0.12199976839619044	82.56794871794872	48.0	112.0	0.03312149199656401	1.4079857103230144e-08	2.2607875288417136e-16	3.5022274625937095e-11	3.219023984778117e-18	48.534276083648756	0.0035183529854086303	8.132232575296022e-06	1.8315247590375166e-08	80.0	0.13480729307199626	93.24743589743589	50.0	132.0
images/00000/SPC-EAWAG-0P5X-1571821383984384-5003341453439-001749-148-1282-730-40-96.jpeg	2019-10-23 11:03:03	5.518	0.373781447839329	0.04066040088141236	0.015198103511181841	-87.37380117490997	0.927516808069339	0.8570381231671554	3.934042629051572e-05	0.0004493636	0.01904036624800055	2.2394940637859832e-11	-7.004044322611158e-22	3.259741242509822e-14	4.777585549236202e-22	46.291576156394214	0.0025837814794052866	3.629336936329375e-06	6.399855480807326e-11	52.0	0.043499529611743276	63.48075278015398	24.0	95.0	0.01843414505729247	2.202791243146565e-10	4.2458539391463083e-20	5.716602454340791e-13	-6.995618077627648e-20	33.563533768149014	0.003603799473867386	7.113347528018083e-06	6.265186406832945e-10	39.0	0.0302870305683328	47.82976903336185	19.0	68.0	0.021587419239009635	2.942890380606089e-11	-8.08079645424551e-22	3.952331070091197e-14	6.399320490013613e-22	49.89035759065592	0.0024830666545894975	3.3894748052104723e-06	4.168780502595494e-11	52.0	0.04465722038993318	65.72540633019675	23.0	98.0	0.019147851890738712	7.951174281952733e-11	2.2450784502468678e-21	1.1548426849946613e-13	5.166466152518282e-21	56.78250971766578	0.002059240088120211	2.270028493698822e-06	6.31268164900467e-11	63.0	0.05822959541597748	77.8699743370402	28.0	118.0
